Date,Close,High,Low,Open,Volume,Adj Close,"('Close', 'SPY')","('High', 'SPY')","('Low', 'SPY')","('Open', 'SPY')","('Volume', 'SPY')","('Close', 'SPY').1","('High', 'SPY').1","('Low', 'SPY').1","('Open', 'SPY').1","('Volume', 'SPY').1","('Close', 'SPY').2","('High', 'SPY').2","('Low', 'SPY').2","('Open', 'SPY').2","('Volume', 'SPY').2","('Close', 'SPY').3","('High', 'SPY').3","('Low', 'SPY').3","('Open', 'SPY').3","('Volume', 'SPY').3","('Close', 'SPY').4","('High', 'SPY').4","('Low', 'SPY').4","('Open', 'SPY').4","('Volume', 'SPY').4","('Close', 'SPY').5","('High', 'SPY').5","('Low', 'SPY').5","('Open', 'SPY').5","('Volume', 'SPY').5","('Close', 'SPY').6","('High', 'SPY').6","('Low', 'SPY').6","('Open', 'SPY').6","('Volume', 'SPY').6","('Close', 'SPY').7","('High', 'SPY').7","('Low', 'SPY').7","('Open', 'SPY').7","('Volume', 'SPY').7","('Close', 'SPY').8","('High', 'SPY').8","('Low', 'SPY').8","('Open', 'SPY').8","('Volume', 'SPY').8","('Close', 'SPY').9","('High', 'SPY').9","('Low', 'SPY').9","('Open', 'SPY').9","('Volume', 'SPY').9","('Close', 'SPY').10","('High', 'SPY').10","('Low', 'SPY').10","('Open', 'SPY').10","('Volume', 'SPY').10","('Close', 'SPY').11","('High', 'SPY').11","('Low', 'SPY').11","('Open', 'SPY').11","('Volume', 'SPY').11","('Close', 'SPY').12","('High', 'SPY').12","('Low', 'SPY').12","('Open', 'SPY').12","('Volume', 'SPY').12","('Close', 'SPY').13","('High', 'SPY').13","('Low', 'SPY').13","('Open', 'SPY').13","('Volume', 'SPY').13","('Close', 'SPY').14","('High', 'SPY').14","('Low', 'SPY').14","('Open', 'SPY').14","('Volume', 'SPY').14","('Close', 'SPY').15","('High', 'SPY').15","('Low', 'SPY').15","('Open', 'SPY').15","('Volume', 'SPY').15","('Close', 'SPY').16","('High', 'SPY').16","('Low', 'SPY').16","('Open', 'SPY').16","('Volume', 'SPY').16","('Close', 'SPY').17","('High', 'SPY').17","('Low', 'SPY').17","('Open', 'SPY').17","('Volume', 'SPY').17","('Close', 'SPY').18","('High', 'SPY').18","('Low', 'SPY').18","('Open', 'SPY').18","('Volume', 'SPY').18","('Close', 'SPY').19","('High', 'SPY').19","('Low', 'SPY').19","('Open', 'SPY').19","('Volume', 'SPY').19","('Close', 'SPY').20","('High', 'SPY').20","('Low', 'SPY').20","('Open', 'SPY').20","('Volume', 'SPY').20","('Close', 'SPY').21","('High', 'SPY').21","('Low', 'SPY').21","('Open', 'SPY').21","('Volume', 'SPY').21","('Close', 'SPY').22","('High', 'SPY').22","('Low', 'SPY').22","('Open', 'SPY').22","('Volume', 'SPY').22","('Close', 'SPY').23","('High', 'SPY').23","('Low', 'SPY').23","('Open', 'SPY').23","('Volume', 'SPY').23","('Close', 'SPY').24","('High', 'SPY').24","('Low', 'SPY').24","('Open', 'SPY').24","('Volume', 'SPY').24","('Close', 'SPY').25","('High', 'SPY').25","('Low', 'SPY').25","('Open', 'SPY').25","('Volume', 'SPY').25","('Close', 'SPY').26","('High', 'SPY').26","('Low', 'SPY').26","('Open', 'SPY').26","('Volume', 'SPY').26","('Close', 'SPY').27","('High', 'SPY').27","('Low', 'SPY').27","('Open', 'SPY').27","('Volume', 'SPY').27","('Close', 'SPY').28","('High', 'SPY').28","('Low', 'SPY').28","('Open', 'SPY').28","('Volume', 'SPY').28","('Close', 'SPY').29","('High', 'SPY').29","('Low', 'SPY').29","('Open', 'SPY').29","('Volume', 'SPY').29","('Close', 'SPY').30","('High', 'SPY').30","('Low', 'SPY').30","('Open', 'SPY').30","('Volume', 'SPY').30","('Close', 'SPY').31","('High', 'SPY').31","('Low', 'SPY').31","('Open', 'SPY').31","('Volume', 'SPY').31","('Close', 'SPY').32","('High', 'SPY').32","('Low', 'SPY').32","('Open', 'SPY').32","('Volume', 'SPY').32","('Close', 'SPY').33","('High', 'SPY').33","('Low', 'SPY').33","('Open', 'SPY').33","('Volume', 'SPY').33","('Close', 'SPY').34","('High', 'SPY').34","('Low', 'SPY').34","('Open', 'SPY').34","('Volume', 'SPY').34","('Close', 'SPY').35","('High', 'SPY').35","('Low', 'SPY').35","('Open', 'SPY').35","('Volume', 'SPY').35","('Close', 'SPY').36","('High', 'SPY').36","('Low', 'SPY').36","('Open', 'SPY').36","('Volume', 'SPY').36","('Close', 'SPY').37","('High', 'SPY').37","('Low', 'SPY').37","('Open', 'SPY').37","('Volume', 'SPY').37","('Close', 'SPY').38","('High', 'SPY').38","('Low', 'SPY').38","('Open', 'SPY').38","('Volume', 'SPY').38","('Close', 'SPY').39","('High', 'SPY').39","('Low', 'SPY').39","('Open', 'SPY').39","('Volume', 'SPY').39","('Close', 'SPY').40","('High', 'SPY').40","('Low', 'SPY').40","('Open', 'SPY').40","('Volume', 'SPY').40","('Close', 'SPY').41","('High', 'SPY').41","('Low', 'SPY').41","('Open', 'SPY').41","('Volume', 'SPY').41","('Close', 'SPY').42","('High', 'SPY').42","('Low', 'SPY').42","('Open', 'SPY').42","('Volume', 'SPY').42","('Close', 'SPY').43","('High', 'SPY').43","('Low', 'SPY').43","('Open', 'SPY').43","('Volume', 'SPY').43","('Close', 'SPY').44","('High', 'SPY').44","('Low', 'SPY').44","('Open', 'SPY').44","('Volume', 'SPY').44","('Close', 'SPY').45","('High', 'SPY').45","('Low', 'SPY').45","('Open', 'SPY').45","('Volume', 'SPY').45","('Close', 'SPY').46","('High', 'SPY').46","('Low', 'SPY').46","('Open', 'SPY').46","('Volume', 'SPY').46","('Close', 'SPY').47","('High', 'SPY').47","('Low', 'SPY').47","('Open', 'SPY').47","('Volume', 'SPY').47","('Close', 'SPY').48","('High', 'SPY').48","('Low', 'SPY').48","('Open', 'SPY').48","('Volume', 'SPY').48","('Close', 'SPY').49","('High', 'SPY').49","('Low', 'SPY').49","('Open', 'SPY').49","('Volume', 'SPY').49","('Close', 'SPY').50","('High', 'SPY').50","('Low', 'SPY').50","('Open', 'SPY').50","('Volume', 'SPY').50","('Close', 'SPY').51","('High', 'SPY').51","('Low', 'SPY').51","('Open', 'SPY').51","('Volume', 'SPY').51","('Close', 'SPY').52","('High', 'SPY').52","('Low', 'SPY').52","('Open', 'SPY').52","('Volume', 'SPY').52","('Close', 'SPY').53","('High', 'SPY').53","('Low', 'SPY').53","('Open', 'SPY').53","('Volume', 'SPY').53","('Close', 'SPY').54","('High', 'SPY').54","('Low', 'SPY').54","('Open', 'SPY').54","('Volume', 'SPY').54","('Close', 'SPY').55","('High', 'SPY').55","('Low', 'SPY').55","('Open', 'SPY').55","('Volume', 'SPY').55","('Close', 'SPY').56","('High', 'SPY').56","('Low', 'SPY').56","('Open', 'SPY').56","('Volume', 'SPY').56","('Close', 'SPY').57","('High', 'SPY').57","('Low', 'SPY').57","('Open', 'SPY').57","('Volume', 'SPY').57","('Close', 'SPY').58","('High', 'SPY').58","('Low', 'SPY').58","('Open', 'SPY').58","('Volume', 'SPY').58","('Close', 'SPY').59","('High', 'SPY').59","('Low', 'SPY').59","('Open', 'SPY').59","('Volume', 'SPY').59","('Close', 'SPY').60","('High', 'SPY').60","('Low', 'SPY').60","('Open', 'SPY').60","('Volume', 'SPY').60","('Close', 'SPY').61","('High', 'SPY').61","('Low', 'SPY').61","('Open', 'SPY').61","('Volume', 'SPY').61","('Close', 'SPY').62","('High', 'SPY').62","('Low', 'SPY').62","('Open', 'SPY').62","('Volume', 'SPY').62","('Close', 'SPY').63","('High', 'SPY').63","('Low', 'SPY').63","('Open', 'SPY').63","('Volume', 'SPY').63","('Close', 'SPY').64","('High', 'SPY').64","('Low', 'SPY').64","('Open', 'SPY').64","('Volume', 'SPY').64","('Close', 'SPY').65","('High', 'SPY').65","('Low', 'SPY').65","('Open', 'SPY').65","('Volume', 'SPY').65","('Close', 'SPY').66","('High', 'SPY').66","('Low', 'SPY').66","('Open', 'SPY').66","('Volume', 'SPY').66","('Close', 'SPY').67","('High', 'SPY').67","('Low', 'SPY').67","('Open', 'SPY').67","('Volume', 'SPY').67","('Close', 'SPY').68","('High', 'SPY').68","('Low', 'SPY').68","('Open', 'SPY').68","('Volume', 'SPY').68","('Close', 'SPY').69","('High', 'SPY').69","('Low', 'SPY').69","('Open', 'SPY').69","('Volume', 'SPY').69","('Close', 'SPY').70","('High', 'SPY').70","('Low', 'SPY').70","('Open', 'SPY').70","('Volume', 'SPY').70","('Close', 'SPY').71","('High', 'SPY').71","('Low', 'SPY').71","('Open', 'SPY').71","('Volume', 'SPY').71","('Close', 'SPY').72","('High', 'SPY').72","('Low', 'SPY').72","('Open', 'SPY').72","('Volume', 'SPY').72","('Close', 'SPY').73","('High', 'SPY').73","('Low', 'SPY').73","('Open', 'SPY').73","('Volume', 'SPY').73","('Close', 'SPY')","('High', 'SPY')","('Low', 'SPY')","('Open', 'SPY')","('Volume', 'SPY')"
1996-10-02,42.37630844116211,42.452559108622594,42.18568177251091,42.24286977310627,609000.0,42.37630844116211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-03,42.33817672729492,42.41442738326484,42.214269411343814,42.39536471927236,342200.0,42.33817672729492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-04,42.910064697265625,42.910064697265625,42.39537267290926,42.509748678321785,754100.0,42.910064697265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-07,42.957733154296875,43.08164052749542,42.8528884538981,42.89101379949766,235100.0,42.957733154296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-08,42.78615951538086,43.11975621465427,42.709908841261225,42.97678620067995,386200.0,42.78615951538086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-09,42.45256805419922,42.929134826249054,42.404911376994235,42.85288414272108,528800.0,42.45256805419922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-10,42.36677169799805,42.61458633560163,42.31911503692044,42.45255368793775,1562200.0,42.36677169799805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-11,42.89101028442383,42.89101028442383,42.52881953091091,42.52881953091091,331300.0,42.89101028442383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-14,42.94820022583008,43.119764274668285,42.88148087350411,42.89101220955068,201600.0,42.94820022583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-15,42.89101028442383,43.38663973659939,42.67178956519233,43.38663973659939,776900.0,42.89101028442383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-16,43.1007080078125,43.1007080078125,42.66226648451321,43.00539463318222,590100.0,43.1007080078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-17,43.215065002441406,43.32944100156565,43.0339696704947,43.23412766896212,792500.0,43.215065002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-18,43.44382858276367,43.50101659757205,43.13882583711899,43.234139195132954,695800.0,43.44382858276367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-21,43.38666534423828,43.69166826405718,43.27228924930619,43.48197875668168,879200.0,43.38666534423828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-22,43.08161926269531,43.358027881858625,43.06255659930474,43.34849655016334,848900.0,43.08161926269531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-23,43.224632263183594,43.24369494554883,42.81478459233091,42.98634873361808,735900.0,43.224632263183594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-24,42.852882385253906,43.30085513260865,42.83381971515371,43.22460445220785,379300.0,42.852882385253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-25,42.89101028442383,43.043511654324,42.7766342569987,42.84335360633002,568300.0,42.89101028442383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-28,42.60506439208984,43.14835044809635,42.58600172345803,42.92912975883057,975400.0,42.60506439208984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-29,42.94820022583008,43.05304492234232,42.519290103734576,42.73851083280561,815900.0,42.94820022583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-30,42.80522537231445,43.0816340865868,42.757568697439915,43.0816340865868,495400.0,42.80522537231445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-31,43.215065002441406,43.23412766896212,42.81474900550658,42.86240567180834,726300.0,43.215065002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
